DBN,School,Grade,Year,Category,Number,avg_score
27Q202,J.H.S. 202 Robert H. Goddard,All Grades,2014,All Students,1030,301
27Q202,J.H.S. 202 Robert H. Goddard,All Grades,2015,All Students,1015,300
27Q202,J.H.S. 202 Robert H. Goddard,All Grades,2016,All Students,994,307
27Q202,J.H.S. 202 Robert H. Goddard,All Grades,2017,All Students,1030,309
27Q202,J.H.S. 202 Robert H. Goddard,All Grades,2018,All Students,1038,603
27Q207,P.S. 207 Rockwood Park,All Grades,2013,All Students,479,312
27Q207,P.S. 207 Rockwood Park,All Grades,2014,All Students,498,311
27Q207,P.S. 207 Rockwood Park,All Grades,2015,All Students,457,312
27Q207,P.S. 207 Rockwood Park,All Grades,2016,All Students,419,315
27Q207,P.S. 207 Rockwood Park,All Grades,2017,All Students,405,316
27Q207,P.S. 207 Rockwood Park,All Grades,2018,All Students,382,605
27Q210,J.H.S. 210 Elizabeth Blackwell,All Grades,2013,All Students,1899,296
27Q210,J.H.S. 210 Elizabeth Blackwell,All Grades,2014,All Students,1837,297
27Q210,J.H.S. 210 Elizabeth Blackwell,All Grades,2015,All Students,1768,297
27Q210,J.H.S. 210 Elizabeth Blackwell,All Grades,2016,All Students,1746,303
27Q210,J.H.S. 210 Elizabeth Blackwell,All Grades,2017,All Students,1703,300
27Q210,J.H.S. 210 Elizabeth Blackwell,All Grades,2018,All Students,1726,598
27Q223,P.S. 223 Lyndon B. Johnson,All Grades,2013,All Students,282,293
27Q223,P.S. 223 Lyndon B. Johnson,All Grades,2014,All Students,265,288
27Q223,P.S. 223 Lyndon B. Johnson,All Grades,2015,All Students,274,293
27Q223,P.S. 223 Lyndon B. Johnson,All Grades,2016,All Students,252,300
27Q223,P.S. 223 Lyndon B. Johnson,All Grades,2017,All Students,265,296
27Q223,P.S. 223 Lyndon B. Johnson,All Grades,2018,All Students,250,595
27Q226,J.H.S. 226 Virgil I. Grissom,All Grades,2013,All Students,1283,285
27Q226,J.H.S. 226 Virgil I. Grissom,All Grades,2014,All Students,1142,285
27Q226,J.H.S. 226 Virgil I. Grissom,All Grades,2015,All Students,1016,289
27Q226,J.H.S. 226 Virgil I. Grissom,All Grades,2016,All Students,899,295
27Q226,J.H.S. 226 Virgil I. Grissom,All Grades,2017,All Students,854,299
27Q226,J.H.S. 226 Virgil I. Grissom,All Grades,2018,All Students,890,595
27Q232,P.S. 232 Lindenwood,All Grades,2013,All Students,638,317
27Q232,P.S. 232 Lindenwood,All Grades,2014,All Students,671,313
27Q232,P.S. 232 Lindenwood,All Grades,2015,All Students,712,313
27Q232,P.S. 232 Lindenwood,All Grades,2016,All Students,718,319
27Q232,P.S. 232 Lindenwood,All Grades,2017,All Students,705,319
27Q232,P.S. 232 Lindenwood,All Grades,2018,All Students,657,608
27Q253,P.S. 253,All Grades,2013,All Students,211,284
27Q253,P.S. 253,All Grades,2014,All Students,222,284
27Q253,P.S. 253,All Grades,2015,All Students,216,285
27Q253,P.S. 253,All Grades,2016,All Students,253,297
27Q253,P.S. 253,All Grades,2017,All Students,279,290
27Q253,P.S. 253,All Grades,2018,All Students,268,590
27Q254,P.S. 254 - The Rosa Parks School,All Grades,2013,All Students,288,310
27Q254,P.S. 254 - The Rosa Parks School,All Grades,2014,All Students,309,313
27Q254,P.S. 254 - The Rosa Parks School,All Grades,2015,All Students,269,314
27Q254,P.S. 254 - The Rosa Parks School,All Grades,2016,All Students,308,314
27Q254,P.S. 254 - The Rosa Parks School,All Grades,2017,All Students,301,311
27Q254,P.S. 254 - The Rosa Parks School,All Grades,2018,All Students,287,601
27Q262,Channel View School for Research,All Grades,2013,All Students,214,297
27Q262,Channel View School for Research,All Grades,2014,All Students,181,303
27Q262,Channel View School for Research,All Grades,2015,All Students,192,303
27Q262,Channel View School for Research,All Grades,2016,All Students,224,304
27Q262,Channel View School for Research,All Grades,2017,All Students,304,305
27Q262,Channel View School for Research,All Grades,2018,All Students,357,604
27Q273,P.S. 273,All Grades,2014,All Students,42,303
27Q273,P.S. 273,All Grades,2015,All Students,103,300
27Q273,P.S. 273,All Grades,2016,All Students,170,310
27Q273,P.S. 273,All Grades,2017,All Students,175,304
27Q273,P.S. 273,All Grades,2018,All Students,152,598
27Q282,Knowledge and Power Preparatory Academy VI,All Grades,2013,All Students,261,300
27Q282,Knowledge and Power Preparatory Academy VI,All Grades,2014,All Students,257,301
27Q282,Knowledge and Power Preparatory Academy VI,All Grades,2015,All Students,257,303
27Q282,Knowledge and Power Preparatory Academy VI,All Grades,2016,All Students,258,308
27Q282,Knowledge and Power Preparatory Academy VI,All Grades,2017,All Students,257,306
27Q282,Knowledge and Power Preparatory Academy VI,All Grades,2018,All Students,261,602
27Q297,Hawtree Creek Middle School,All Grades,2014,All Students,91,286
27Q297,Hawtree Creek Middle School,All Grades,2015,All Students,244,295
27Q297,Hawtree Creek Middle School,All Grades,2016,All Students,351,303
27Q297,Hawtree Creek Middle School,All Grades,2017,All Students,384,302
27Q297,Hawtree Creek Middle School,All Grades,2018,All Students,341,600
27Q306,New York City Academy for Discovery,All Grades,2013,All Students,194,304
27Q306,New York City Academy for Discovery,All Grades,2014,All Students,245,303
27Q306,New York City Academy for Discovery,All Grades,2015,All Students,218,294
27Q306,New York City Academy for Discovery,All Grades,2016,All Students,207,306
27Q306,New York City Academy for Discovery,All Grades,2017,All Students,184,303
27Q306,New York City Academy for Discovery,All Grades,2018,All Students,184,597
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2013,All Students,201,284
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2014,All Students,212,284
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2015,All Students,211,286
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2016,All Students,205,293
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2017,All Students,198,294
27Q309,Academy of Medical Technology: A College Board Sch,All Grades,2018,All Students,210,594
27Q316,Queens Explorers Elementary School,All Grades,2018,All Students,62,604
27Q317,Waterside Children's Studio School,All Grades,2013,All Students,154,288
27Q317,Waterside Children's Studio School,All Grades,2014,All Students,174,291
27Q317,Waterside Children's Studio School,All Grades,2015,All Students,197,292
27Q317,Waterside Children's Studio School,All Grades,2016,All Students,213,304
27Q317,Waterside Children's Studio School,All Grades,2017,All Students,205,304
27Q317,Waterside Children's Studio School,All Grades,2018,All Students,220,601
27Q318,Waterside School For Leadership,All Grades,2013,All Students,154,290
27Q318,Waterside School For Leadership,All Grades,2014,All Students,172,285
27Q318,Waterside School For Leadership,All Grades,2015,All Students,185,286
27Q318,Waterside School For Leadership,All Grades,2016,All Students,205,291
27Q318,Waterside School For Leadership,All Grades,2017,All Students,217,298
27Q318,Waterside School For Leadership,All Grades,2018,All Students,219,596
27Q319,Village Academy,All Grades,2013,All Students,289,270
27Q319,Village Academy,All Grades,2014,All Students,315,275
27Q319,Village Academy,All Grades,2015,All Students,316,278
27Q319,Village Academy,All Grades,2016,All Students,306,291
27Q319,Village Academy,All Grades,2017,All Students,307,287
27Q319,Village Academy,All Grades,2018,All Students,354,592
27Q323,Scholars' Academy,All Grades,2013,All Students,698,340
27Q323,Scholars' Academy,All Grades,2014,All Students,784,338
27Q323,Scholars' Academy,All Grades,2015,All Students,777,341
27Q323,Scholars' Academy,All Grades,2016,All Students,732,344
27Q323,Scholars' Academy,All Grades,2017,All Students,692,345
27Q323,Scholars' Academy,All Grades,2018,All Students,671,623
27Q333,Goldie Maple Academy,All Grades,2013,All Students,286,296
27Q333,Goldie Maple Academy,All Grades,2014,All Students,286,302
27Q333,Goldie Maple Academy,All Grades,2015,All Students,266,302
27Q333,Goldie Maple Academy,All Grades,2016,All Students,260,307
27Q333,Goldie Maple Academy,All Grades,2017,All Students,233,307
27Q333,Goldie Maple Academy,All Grades,2018,All Students,226,600
27Q362,Wave Preparatory Elementary School,All Grades,2014,All Students,65,294
27Q362,Wave Preparatory Elementary School,All Grades,2015,All Students,134,289
27Q362,Wave Preparatory Elementary School,All Grades,2016,All Students,238,300
27Q362,Wave Preparatory Elementary School,All Grades,2017,All Students,238,305
27Q362,Wave Preparatory Elementary School,All Grades,2018,All Students,247,605
28Q008,J.H.S. 008 Richard S. Grossley,All Grades,2013,All Students,634,281
28Q008,J.H.S. 008 Richard S. Grossley,All Grades,2014,All Students,540,279
28Q008,J.H.S. 008 Richard S. Grossley,All Grades,2015,All Students,456,279
28Q008,J.H.S. 008 Richard S. Grossley,All Grades,2016,All Students,318,284
28Q008,J.H.S. 008 Richard S. Grossley,All Grades,2017,All Students,305,291
28Q008,J.H.S. 008 Richard S. Grossley,All Grades,2018,All Students,307,594
28Q040,P.S. 040 Samuel Huntington,All Grades,2013,All Students,232,282
28Q040,P.S. 040 Samuel Huntington,All Grades,2014,All Students,249,281
28Q040,P.S. 040 Samuel Huntington,All Grades,2015,All Students,260,283
28Q040,P.S. 040 Samuel Huntington,All Grades,2016,All Students,269,285
28Q040,P.S. 040 Samuel Huntington,All Grades,2017,All Students,263,293
28Q040,P.S. 040 Samuel Huntington,All Grades,2018,All Students,244,594
28Q048,P.S. 048 William Wordsworth,All Grades,2013,All Students,185,290
28Q048,P.S. 048 William Wordsworth,All Grades,2014,All Students,185,294
28Q048,P.S. 048 William Wordsworth,All Grades,2015,All Students,204,299
28Q048,P.S. 048 William Wordsworth,All Grades,2016,All Students,222,311
28Q048,P.S. 048 William Wordsworth,All Grades,2017,All Students,256,305
28Q048,P.S. 048 William Wordsworth,All Grades,2018,All Students,256,599
28Q050,P.S. 050 Talfourd Lawn Elementary School,All Grades,2013,All Students,360,299
28Q050,P.S. 050 Talfourd Lawn Elementary School,All Grades,2014,All Students,354,298
28Q050,P.S. 050 Talfourd Lawn Elementary School,All Grades,2015,All Students,339,300
28Q050,P.S. 050 Talfourd Lawn Elementary School,All Grades,2016,All Students,323,312
28Q050,P.S. 050 Talfourd Lawn Elementary School,All Grades,2017,All Students,348,311
28Q050,P.S. 050 Talfourd Lawn Elementary School,All Grades,2018,All Students,343,604
28Q054,P.S. 054 Hillside,All Grades,2013,All Students,244,295
28Q054,P.S. 054 Hillside,All Grades,2014,All Students,242,295
28Q054,P.S. 054 Hillside,All Grades,2015,All Students,258,290
28Q054,P.S. 054 Hillside,All Grades,2016,All Students,256,300
28Q054,P.S. 054 Hillside,All Grades,2017,All Students,255,302
28Q054,P.S. 054 Hillside,All Grades,2018,All Students,285,599
28Q055,P.S. 055 Maure,All Grades,2013,All Students,249,295
28Q055,P.S. 055 Maure,All Grades,2014,All Students,225,295
28Q055,P.S. 055 Maure,All Grades,2015,All Students,215,305
28Q055,P.S. 055 Maure,All Grades,2016,All Students,217,306
28Q055,P.S. 055 Maure,All Grades,2017,All Students,221,308
28Q055,P.S. 055 Maure,All Grades,2018,All Students,214,601
28Q072,Catherine & Count Basie Middle School 72,All Grades,2013,All Students,841,284
28Q072,Catherine & Count Basie Middle School 72,All Grades,2014,All Students,840,281
28Q072,Catherine & Count Basie Middle School 72,All Grades,2015,All Students,712,283
28Q072,Catherine & Count Basie Middle School 72,All Grades,2016,All Students,555,292
28Q072,Catherine & Count Basie Middle School 72,All Grades,2017,All Students,413,287
28Q072,Catherine & Count Basie Middle School 72,All Grades,2018,All Students,342,590
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,All Grades,2013,All Students,271,291
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,All Grades,2014,All Students,249,287
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,All Grades,2015,All Students,249,288
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,All Grades,2016,All Students,240,300
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,All Grades,2017,All Students,234,298
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,All Grades,2018,All Students,243,597
28Q082,P.S. 082 Hammond,All Grades,2013,All Students,305,294
28Q082,P.S. 082 Hammond,All Grades,2014,All Students,303,294
28Q082,P.S. 082 Hammond,All Grades,2015,All Students,305,291
28Q082,P.S. 082 Hammond,All Grades,2016,All Students,298,302
28Q082,P.S. 082 Hammond,All Grades,2017,All Students,305,301
28Q082,P.S. 082 Hammond,All Grades,2018,All Students,321,598
28Q086,P.S. Q086,All Grades,2013,All Students,500,297
28Q086,P.S. Q086,All Grades,2014,All Students,299,300
28Q086,P.S. Q086,All Grades,2015,All Students,321,300
28Q086,P.S. Q086,All Grades,2016,All Students,368,306
28Q086,P.S. Q086,All Grades,2017,All Students,489,304
28Q086,P.S. Q086,All Grades,2018,All Students,505,601
28Q099,P.S. 099 Kew Gardens,All Grades,2013,All Students,444,305
28Q099,P.S. 099 Kew Gardens,All Grades,2014,All Students,448,306
28Q099,P.S. 099 Kew Gardens,All Grades,2015,All Students,438,310
28Q099,P.S. 099 Kew Gardens,All Grades,2016,All Students,445,315
28Q099,P.S. 099 Kew Gardens,All Grades,2017,All Students,444,312
28Q099,P.S. 099 Kew Gardens,All Grades,2018,All Students,420,607
28Q101,P.S. 101 School in the Gardens,All Grades,2013,All Students,323,330
